,Unnamed: 0,Unnamed: 0.1,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA,media_esp,soma_esp,media_part,soma_part,media_out,soma_out,soma_media,soma_total,soma_fund_publico
22734,22734,31386,2020,AL,VEREADOR,AURIO HENRIQUE DA SILVA TORRES,20001180660,APTO,DEFERIDO,REPUBLICANOS,26,MASCULINO,ENSINO MÉDIO INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,311.0,311.0,0.0,0.0,310.45,310.45,621.45,621.45,311.0
22736,22736,31389,2020,SP,VEREADOR,BRUNA CHAMAS BIONDI,250001185575,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,21,FEMININO,SUPERIOR INCOMPLETO,BRANCA,290256.78,DEFERIDO,DEFERIDO,1132.9,1132.9,0.0,0.0,491.353888888889,8844.37,1624.25388888889,9977.27,1132.9
22737,22737,31390,2020,SE,VEREADOR,NAGELA VALESKA SANTANA SANTOS,260001256132,APTO,DEFERIDO,PODEMOS,27,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,186003.67,DEFERIDO,DEFERIDO,437.333333333333,1312.0,0.0,0.0,0.0,0.0,437.333333333333,1312.0,1312.0
22739,22739,31393,2020,MA,VEREADOR,DARLENE PEREIRA FERREIRA,100001209727,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,19,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,26688.46,DEFERIDO,DEFERIDO,2000.0,2000.0,0.0,0.0,993.75,993.75,2993.75,2993.75,2000.0
22740,22740,31395,2020,PR,VEREADOR,GUSTAVO HENRIQUE ALVES DA SILVA,160000980419,APTO,DEFERIDO,CIDADANIA,21,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,65.876,329.38,0.0,0.0,678.166666666667,2034.5,744.0426666666671,2363.88,329.38
22742,22742,31397,2020,ES,VEREADOR,KNAIPPE FERNANDES DE ABREU,80001194852,APTO,DEFERIDO,SOLIDARIEDADE,20,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,152177.96,DEFERIDO,DEFERIDO,162.7,813.5,0.0,0.0,0.0,0.0,162.7,813.5,813.5
22743,22743,31398,2020,MG,VEREADOR,LUCAS RICARDO PEREIRA SILVA,130001212192,APTO,DEFERIDO,AVANTE,25,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,49156.63,DEFERIDO,DEFERIDO,164.32,164.32,0.0,0.0,581.666666666667,1745.0,745.986666666667,1909.32,164.32
22744,22744,31401,2020,PR,VEREADOR,YSTANISLAU GOMES PASSONI,160001187986,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,26,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,270.0,270.0,0.0,0.0,0.0,0.0,270.0,270.0,270.0
22745,22745,31402,2020,MT,VEREADOR,QUESIA VITORIA CAPELARI DOS SANTOS,110001029305,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,22,FEMININO,SUPERIOR INCOMPLETO,NEGRA,560511.19,DEFERIDO,DEFERIDO,2862.5,11450.0,0.0,0.0,2600.0,7800.0,5462.5,19250.0,11450.0
22747,22747,31404,2020,MG,VEREADOR,MARPOLLES ALMEIDA DE ASSIS,130000741812,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,26,MASCULINO,SUPERIOR COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,2307.69,2307.69,0.0,0.0,116.333333333333,349.0,2424.02333333333,2656.69,2307.69
22749,22749,31407,2020,PE,VEREADOR,MARIA KAROLAYNE DE ANDRADE BARROS,170000859269,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,23,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,500.0,500.0,0.0,0.0,125.36,250.72,625.36,750.72,500.0
22752,22752,31415,2020,MT,VEREADOR,ELIANE ABREU LIMA,110001045749,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,25,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,560511.19,DEFERIDO,DEFERIDO,7333.33333333333,22000.0,0.0,0.0,0.0,0.0,7333.33333333333,22000.0,22000.0
22754,22754,31417,2020,RS,VEREADOR,VINICIUS PEREIRA DA ROSA,210000786951,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,24,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,27032.85,DEFERIDO,DEFERIDO,167.166666666667,501.5,0.0,0.0,0.0,0.0,167.166666666667,501.5,501.5
22756,22756,31420,2020,RS,VEREADOR,LUIZ FERNANDO MARTINS FONSECA,210001060142,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,29,MASCULINO,SUPERIOR INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,220.05,440.1,0.0,0.0,0.0,0.0,220.05,440.1,440.1
22758,22758,31422,2020,PA,VEREADOR,SUELLEN CRISTINA CUNHA NASCIMENTO,140001199302,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,22,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,438043.03,DEFERIDO,DEFERIDO,700.0,700.0,0.0,0.0,0.0,0.0,700.0,700.0,700.0
22759,22759,31423,2020,SP,VEREADOR,GUILHERME MAC INTIR LEONARDO,250001077038,APTO,DEFERIDO,PARTIDO LIBERAL,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,276.95,276.95,0.0,0.0,0.0,0.0,276.95,276.95,276.95
22761,22761,31425,2020,GO,VEREADOR,GUILHERME LUIZ DE SOUZA SILVA,90000941226,APTO,DEFERIDO,REPUBLICANOS,23,MASCULINO,SUPERIOR COMPLETO,NEGRA,58864.25,DEFERIDO,DEFERIDO,2250.0,4500.0,0.0,0.0,150.0,150.0,2400.0,4650.0,4500.0
22765,22765,31438,2020,MG,VEREADOR,THALITA FERREIRA DOS REIS PERES,130000690374,APTO,DEFERIDO,PODEMOS,23,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,272.72,272.72,0.0,0.0,158.0,158.0,430.72,430.72,272.72
22766,22766,31439,2020,MG,VEREADOR,VICKY LOUISE QUEIROZ SILVEIRA SOARES,130001096909,APTO,DEFERIDO,AVANTE,28,FEMININO,SUPERIOR COMPLETO,BRANCA,106276.0,DEFERIDO,DEFERIDO,40950.0,40950.0,0.0,0.0,430.0,1720.0,41380.0,42670.0,40950.0
22767,22767,31440,2020,RS,VEREADOR,CLÉCIO ROZNHESKI,210000938740,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,22,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,327.0,327.0,0.0,0.0,380.5,761.0,707.5,1088.0,327.0
22768,22768,31441,2020,RN,VEREADOR,JOSE ROMARIO SANTOS DA SILVA,200000992246,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,26,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,17870.56,DEFERIDO,DEFERIDO,480.0,480.0,0.0,0.0,75.0,75.0,555.0,555.0,480.0
22771,22771,31448,2020,MG,VEREADOR,ADAILTON ROBADEL BRAGA,130000991549,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,18,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,326.66666666666697,980.0,445.0,445.0,771.666666666667,1425.0,980.0
22772,22772,31450,2020,MG,VEREADOR,ADILSON JUNIO DE SOUZA ARAGAO,130001245789,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,400.0,1200.0,0.0,0.0,0.0,0.0,400.0,1200.0,1200.0
22773,22773,31451,2020,AP,VEREADOR,MARIANA CHAVES FASCIO,30001199622,APTO,DEFERIDO,REPUBLICANOS,26,FEMININO,SUPERIOR COMPLETO,NEGRA,67946.23,DEFERIDO,DEFERIDO,28500.0,57000.0,0.0,0.0,0.0,0.0,28500.0,57000.0,57000.0
22774,22774,31455,2020,SP,VEREADOR,JHENIFER MICAELI DE OLIVEIRA,250000952116,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,25,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0
22777,22777,31458,2020,GO,VEREADOR,TAMIRIS VIEIRA ALVES,90000835696,APTO,DEFERIDO,PROGRESSISTAS,29,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,125.40125,1003.21,0.0,0.0,1000.0,1000.0,1125.40125,2003.21,1003.21
22778,22778,31459,2020,RS,VEREADOR,INGRID CAROLINE DE JESUS LOPEZ,210000648470,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,303.571428571429,2125.0,0.0,0.0,0.0,0.0,303.571428571429,2125.0,2125.0
22781,22781,31462,2020,ES,VEREADOR,MARCOS VINICIUS SEPUCHRO DOS SANTOS,80000985614,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,27,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,100724.52,DEFERIDO,DEFERIDO,334.792,3347.92,0.0,0.0,0.0,0.0,334.792,3347.92,3347.92
22782,22782,31463,2020,BA,VEREADOR,TARCÍSIO DE JESUS ALMEIDA,50000706621,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,28,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,28207.0,DEFERIDO,DEFERIDO,1170.0,1170.0,0.0,0.0,175.29,525.87,1345.29,1695.87,1170.0
22783,22783,31464,2020,AM,VEREADOR,JAMILLY CARVALHO POINHO,40000794433,APTO,DEFERIDO,PARTIDO DA MULHER BRASILEIRA,19,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,628500.47,DEFERIDO,DEFERIDO,3881.25,3881.25,0.0,0.0,0.0,0.0,3881.25,3881.25,3881.25
22787,22787,31468,2020,PI,VEREADOR,FRANCISCO VILDEMAR SILVA SOARES,180000913572,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,29628.61,DEFERIDO,DEFERIDO,311.266666666667,933.8,206.25,412.5,0.0,0.0,517.516666666667,1346.3,1346.3
22789,22789,31472,2020,GO,VEREADOR,BEATRIZ FRANCISCA DOS SANTOS,90000976230,APTO,DEFERIDO,PODEMOS,26,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,1500.0,1500.0,0.0,0.0,1650.0,3300.0,3150.0,4800.0,1500.0
22790,22790,31473,2020,MG,VEREADOR,NAIANY APARECIDA CIRINEO DA ROSA,130000779549,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,35.325,211.95,0.0,0.0,102.0,102.0,137.325,313.95,211.95
22791,22791,31474,2020,PR,VEREADOR,ALESSANDRA LINO,160001046123,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,29,FEMININO,SUPERIOR COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,55.0,55.0,0.0,0.0,490.0,2450.0,545.0,2505.0,55.0
22794,22794,31478,2020,PR,VEREADOR,LUANA FRANCIELE CORDEIRO,160001220427,APTO,DEFERIDO,PARTIDO TRABALHISTA CRISTÃO,25,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,106531.81,DEFERIDO,DEFERIDO,69.395,138.79,0.0,0.0,95.1125,380.45,164.5075,519.24,138.79
22798,22798,31483,2020,ES,VEREADOR,JHENNYFER KETLEM OLIVEIRA CAMPOS,80000713228,APTO,DEFERIDO,SOLIDARIEDADE,26,FEMININO,ENSINO MÉDIO INCOMPLETO,NEGRA,88972.6,DEFERIDO,DEFERIDO,307.625,2461.0,0.0,0.0,0.0,0.0,307.625,2461.0,2461.0
22799,22799,31486,2020,RS,VEREADOR,TACIÉLI DA SILVA,210000738813,APTO,DEFERIDO,REPUBLICANOS,20,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1500.0,3000.0,0.0,0.0,102.725,410.9,1602.725,3410.9,3000.0
22801,22801,31488,2020,AC,VEREADOR,SANDRA LEÃO DE SOUZA,10000808658,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,23,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,124.136666666667,372.41,0.0,0.0,0.0,0.0,124.136666666667,372.41,372.41
22804,22804,31493,2020,GO,VEREADOR,JORGE GONÇALVES DO NASCIMENTO,90000863486,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,92227.54,DEFERIDO,DEFERIDO,2500.0,2500.0,0.0,0.0,100.0,200.0,2600.0,2700.0,2500.0
22806,22806,31495,2020,BA,VEREADOR,PEDRO HENRIQUE ANDRADE DA SILVA,50000676134,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,21,MASCULINO,SUPERIOR INCOMPLETO,NEGRA,76089.52,DEFERIDO,DEFERIDO,968.545,3874.18,0.0,0.0,0.0,0.0,968.545,3874.18,3874.18
22807,22807,31496,2020,AL,VEREADOR,MARCONDES MACIEL BAIA,20000699120,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,29,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,251112.2,DEFERIDO,DEFERIDO,1475.0,2950.0,0.0,0.0,400.0,400.0,1875.0,3350.0,2950.0
22808,22808,31497,2020,GO,VEREADOR,ANA ADELAIDE DO MONTE,90001027544,APTO,DEFERIDO,PROGRESSISTAS,25,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,55553.68,DEFERIDO,DEFERIDO,25000.0,25000.0,3499.25,17496.25,216.875,867.5,28716.125,43363.75,42496.25
22809,22809,31499,2020,MG,VEREADOR,BIANCA BARBOSA OLIVEIRA,130001144869,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,23,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,201824.84,DEFERIDO,DEFERIDO,2500.0,2500.0,0.0,0.0,0.0,0.0,2500.0,2500.0,2500.0
22811,22811,31502,2020,AC,VEREADOR,ALESSANDRA BEZERRA DE SOUZA,10000824678,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,19,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,37863.22,DEFERIDO,DEFERIDO,2051.6666666666697,12310.0,0.0,0.0,0.0,0.0,2051.6666666666697,12310.0,12310.0
22813,22813,31506,2020,SP,VEREADOR,JEISSON MACUNAI DA SILVA,250001107372,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,MASCULINO,SUPERIOR COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0
22817,22817,31512,2020,RO,VEREADOR,KARINA DE OLIVEIRA LIMA,220001171118,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,20,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,16676.09,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,1045.0,1045.0,6045.0,6045.0,5000.0
22818,22818,31513,2020,SC,VEREADOR,GRACE REGINA VILLA NOVA MACARI,240000855396,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,21,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,21590.93,DEFERIDO,DEFERIDO,286.92400000000004,1434.62,0.0,0.0,384.62,384.62,671.544,1819.24,1434.62
22819,22819,31515,2020,PA,VEREADOR,TATIANE SENA RODRIGUES,140000865449,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,28,FEMININO,LÊ E ESCREVE,NEGRA,12307.75,DEFERIDO,DEFERIDO,493.175,986.35,0.0,0.0,0.0,0.0,493.175,986.35,986.35
22821,22821,31517,2020,AM,VEREADOR,DAIANE RODRIGUES CUNHA,40001262922,APTO,DEFERIDO,SOLIDARIEDADE,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,21369.78,DEFERIDO,DEFERIDO,2000.0,2000.0,0.0,0.0,0.0,0.0,2000.0,2000.0,2000.0
22822,22822,31519,2020,TO,VEREADOR,FELIPE WERNEC SOUSA FIGUEREDO,270001163350,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,21,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,23197.12,DEFERIDO,DEFERIDO,1107.375,4429.5,0.0,0.0,0.0,0.0,1107.375,4429.5,4429.5
22823,22823,31520,2020,RN,VEREADOR,GILMARA FRANCISCA DA SILVA,200000951920,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,28,FEMININO,SUPERIOR COMPLETO,NEGRA,61197.17,DEFERIDO,DEFERIDO,2523.3333333333303,7570.0,0.0,0.0,514.6125,4116.9,3037.94583333333,11686.9,7570.0
22824,22824,31521,2020,MG,VEREADOR,ANIELLE GERALDA DE OLIVEIRA,130001130377,APTO,DEFERIDO,AVANTE,27,FEMININO,SUPERIOR COMPLETO,NEGRA,23117.67,DEFERIDO,DEFERIDO,320.425,640.85,0.0,0.0,212.59833333333304,1275.59,533.023333333333,1916.44,640.85
22826,22826,31524,2020,SE,VEREADOR,MAXWELL ALVES MELO,260000918070,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,29,MASCULINO,ENSINO MÉDIO INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,20.0,20.0,0.0,0.0,300.0,300.0,320.0,320.0,20.0
22827,22827,31525,2020,MG,VEREADOR,THAIS APARECIDA MARCIANO,130000863630,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,21,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,51.88,311.28,0.0,0.0,0.0,0.0,51.88,311.28,311.28
22828,22828,31526,2020,GO,VEREADOR,JOCENI FERREIRA MATOS,90001013560,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,28,MASCULINO,LÊ E ESCREVE,BRANCA,17122.03,DEFERIDO,DEFERIDO,343.9625,2751.7,0.0,0.0,0.0,0.0,343.9625,2751.7,2751.7
22830,22830,31531,2020,RJ,VEREADOR,JULIANA DA COSTA PENA MENDES,190000987122,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,28,FEMININO,SUPERIOR COMPLETO,NEGRA,78080.13,DEFERIDO,DEFERIDO,69.0,138.0,0.0,0.0,0.0,0.0,69.0,138.0,138.0
22831,22831,31532,2020,SC,VEREADOR,GÉSSICA CORRÊA,240001149165,APTO,DEFERIDO,PROGRESSISTAS,28,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,256.381428571429,1794.67,50.0,50.0,235.8,707.4,542.181428571429,2552.07,1844.67
22834,22834,31536,2020,ES,VEREADOR,JONAS WERNECK HELL,80001077085,APTO,DEFERIDO,DEMOCRATAS,22,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,150.0,300.0,0.0,0.0,54.5833333333333,163.75,204.583333333333,463.75,300.0
22836,22836,31538,2020,GO,VEREADOR,GUILHERME FERREIRA DA SILVA,90001091716,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,57604.88,DEFERIDO,DEFERIDO,53.184,265.92,0.0,0.0,642.857142857143,9000.0,696.041142857143,9265.92,265.92
22837,22837,31539,2020,AC,VEREADOR,CARLA BATISTA DA SILVA,10000942096,APTO,DEFERIDO,SOLIDARIEDADE,28,FEMININO,SUPERIOR COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,666.666666666667,2000.0,0.0,0.0,0.0,0.0,666.666666666667,2000.0,2000.0
22838,22838,31540,2020,CE,VEREADOR,LUZERLANI RODRIGUES DE SOUSA,60000785534,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,25,FEMININO,SUPERIOR COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,597.5,1195.0,0.0,0.0,382.5,1530.0,980.0,2725.0,1195.0
22842,22842,31548,2020,GO,VEREADOR,ANA LIVIA DE JESUS FERREIRA,90000921755,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,21,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,2020.0,4040.0,0.0,0.0,354.375,1417.5,2374.375,5457.5,4040.0
22845,22845,31552,2020,PI,VEREADOR,RAIANE OLIVEIRA CAVALCANTE,180000756530,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,26,FEMININO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,1298.8,2597.6,0.0,0.0,1300.0,1300.0,2598.8,3897.6,2597.6
22847,22847,31554,2020,GO,VEREADOR,LUIZ SILVA COSTA JÚNIOR,90001144415,APTO,DEFERIDO,PROGRESSISTAS,27,MASCULINO,SUPERIOR COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,120.0,120.0,210.833333333333,632.5,829.25,1658.5,1160.08333333333,2411.0,752.5
22851,22851,31558,2020,MG,VEREADOR,JOSÉ SÉRGIO GOUVEIA,130000680248,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,104.6075,418.43,0.0,0.0,85.0,170.0,189.6075,588.43,418.43
22852,22852,31561,2020,MG,VEREADOR,RODRIGO DO CARMO INÁCIO,130001142109,APTO,DEFERIDO,DEMOCRATAS,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,21.6666666666667,65.0,0.0,0.0,0.0,0.0,21.6666666666667,65.0,65.0
22855,22855,31566,2020,RS,VEREADOR,FRANCISCA CAVALHEIRO LEGORIO,210001239457,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,26,FEMININO,SUPERIOR COMPLETO,BRANCA,66794.29,DEFERIDO,DEFERIDO,1200.0,1200.0,0.0,0.0,430.156,2150.78,1630.156,3350.78,1200.0
22857,22857,31568,2020,SC,VEREADOR,LUCAS MARTINS BARCELOS,240000767738,APTO,DEFERIDO,CIDADANIA,25,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,25959.74,DEFERIDO,DEFERIDO,313.592,1567.96,0.0,0.0,760.0,760.0,1073.592,2327.96,1567.96
22861,22861,31574,2020,AM,VEREADOR,JAMILSON RAMOS NOGUEIRA,40001045570,APTO,DEFERIDO,PARTIDO VERDE,23,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,2000.0,2000.0,0.0,0.0,90.0,180.0,2090.0,2180.0,2000.0
22864,22864,31581,2020,RS,VEREADOR,RONALDO DURANTE,210000640809,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,175.0,350.0,0.0,0.0,620.0,620.0,795.0,970.0,350.0
22866,22866,31583,2020,SP,VEREADOR,ELYMARA GABRIELE COSTA PENICHE,250001178736,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,24,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,40251.67,DEFERIDO,DEFERIDO,76.6666666666667,230.0,0.0,0.0,186.90333333333305,1121.42,263.57,1351.42,230.0
22870,22870,31593,2020,PR,VEREADOR,JHONATAN HENRIQUE DA SILVA,160000847168,APTO,DEFERIDO,PODEMOS,24,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,140100.92,DEFERIDO,DEFERIDO,4000.0,4000.0,0.0,0.0,648.461538461538,8430.0,4648.46153846154,12430.0,4000.0
22873,22873,31597,2020,PE,VEREADOR,SEVERINO JOSÉ DE BARROS,170000978743,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,23,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,15268.0,DEFERIDO,DEFERIDO,203.333333333333,610.0,0.0,0.0,310.0,620.0,513.333333333333,1230.0,610.0
22877,22877,31602,2020,SP,VEREADOR,JOÃO VITOR TONETTI DE MELLO,250000746306,APTO,DEFERIDO,PODEMOS,23,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,75.59666666666669,226.79,0.0,0.0,23.373333333333303,70.12,98.97,296.91,226.79
22878,22878,31603,2020,SP,VEREADOR,LUCAS EDUARDO DA SILVA SAMPAIO,250000746962,APTO,DEFERIDO,PODEMOS,26,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,39566.1,DEFERIDO,DEFERIDO,114.0,456.0,0.0,0.0,145.33125,1162.65,259.33125,1618.65,456.0
22883,22883,31611,2020,CE,VEREADOR,DAVID ARCANJO DE LIMA NETO,60000652553,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,22,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,693.1,1386.2,480.0,480.0,1173.1,1866.2,1386.2
22886,22886,31614,2020,RS,VEREADOR,EDUARDO GONCALVES DOS SANTOS,210000753312,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,23,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,24690.29,DEFERIDO,DEFERIDO,604.0,1208.0,0.0,0.0,183.834,919.17,787.834,2127.17,1208.0
22888,22888,31617,2020,MG,VEREADOR,LALESKA CRISTINA APARECIDA FERNANDES DOS ANJOS,130001256066,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,22,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,53582.58,DEFERIDO,DEFERIDO,403.36,403.36,0.0,0.0,0.0,0.0,403.36,403.36,403.36
22889,22889,31619,2020,PR,VEREADOR,LUCAS MATHEUS ROOS,160001145735,APTO,DEFERIDO,PARTIDO LIBERAL,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,66332.83,DEFERIDO,DEFERIDO,700.0,700.0,0.0,0.0,0.0,0.0,700.0,700.0,700.0
